codigo,detalle,costo,alicuota_iva,punto_pedido,marca,rubro,codigo_barra
BD5588,CAMPANA FRENO FREMAX BD5588,26900,21,6,Fremax,FRENOS,7792000000529
NF276,DISCO FRENO DELANT COBREQ NF276,43900,21,3,Cobreq,FRENOS,7792000000530
GDB1789,CAMPANA FRENO TRW GDB1789,18000,21,6,TRW,FRENOS,7792000000531
NF112,CAMPANA FRENO COBREQ NF112,23400,21,10,Cobreq,FRENOS,7792000000532
GDB1628,CAMPANA FRENO TRW GDB1628,37900,21,5,TRW,FRENOS,7792000000533
JTE800,CAMPANA FRENO TRW JTE800,41300,21,6,TRW,FRENOS,7792000000534
29710,AMORTIGUADOR DELANT SADAR 29710,64100,21,2,Sadar,SUSPENSION,7792000000535
29264,AMORTIGUADOR TRAS SADAR 29264,86000,21,3,Sadar,SUSPENSION,7792000000536
2882,AMORTIGUADOR TRAS CICCARELLI 2882,41000,21,6,Ciccarelli,SUSPENSION,7792000000537
3939,BIELETA BARRA ESTAB CICCARELLI 3939,81500,21,2,Ciccarelli,SUSPENSION,7792000000538
G16638,ROTULA SUSPENSION MONROE G16638,29500,21,3,Monroe,SUSPENSION,7792000000539
4494,ESPIRAL SUSPENSION CICCARELLI 4494,27500,21,3,Ciccarelli,SUSPENSION,7792000000540
3694,BIELETA BARRA ESTAB CICCARELLI 3694,75000,21,3,Ciccarelli,SUSPENSION,7792000000541
G16794,BIELETA BARRA ESTAB MONROE G16794,51000,21,6,Monroe,SUSPENSION,7792000000542
CV9400,ROTULA SUSPENSION CORVEN CV9400,28800,21,5,Corven,SUSPENSION,7792000000543
4380,ESPIRAL SUSPENSION CICCARELLI 4380,63000,21,4,Ciccarelli,SUSPENSION,7792000000544
G16099,EXTREMO DIRECCION MONROE G16099,24300,21,10,Monroe,SUSPENSION,7792000000545
CV1347,EXTREMO DIRECCION CORVEN CV1347,90900,21,4,Corven,SUSPENSION,7792000000546
28630,ROTULA SUSPENSION SADAR 28630,40800,21,5,Sadar,SUSPENSION,7792000000547
28231,AMORTIGUADOR DELANT SADAR 28231,80000,21,2,Sadar,SUSPENSION,7792000000548
335354,AMORTIGUADOR DELANT KYB 335354,66600,21,4,KYB,SUSPENSION,7792000000549
G16892,AMORTIGUADOR TRAS MONROE G16892,50200,21,5,Monroe,SUSPENSION,7792000000550
4308,ESPIRAL SUSPENSION CICCARELLI 4308,57400,21,3,Ciccarelli,SUSPENSION,7792000000551
4609,BIELETA BARRA ESTAB CICCARELLI 4609,71400,21,2,Ciccarelli,SUSPENSION,7792000000552
RA3920,ROTULA SUSPENSION KYB RA3920,42400,21,3,KYB,SUSPENSION,7792000000553
E1388,AMORTIGUADOR TRAS MONROE E1388,89800,21,2,Monroe,SUSPENSION,7792000000554
CV3190,AMORTIGUADOR TRAS CORVEN CV3190,45600,21,3,Corven,SUSPENSION,7792000000555
RA3629,BIELETA BARRA ESTAB KYB RA3629,78200,21,3,KYB,SUSPENSION,7792000000556
CV4352,AMORTIGUADOR DELANT CORVEN CV4352,22600,21,6,Corven,SUSPENSION,7792000000557
RA3341,AMORTIGUADOR TRAS KYB RA3341,24400,21,8,KYB,SUSPENSION,7792000000558
335308,ESPIRAL SUSPENSION KYB 335308,21700,21,10,KYB,SUSPENSION,7792000000559
333828,ESPIRAL SUSPENSION KYB 333828,83000,21,2,KYB,SUSPENSION,7792000000560
RA3153,EXTREMO DIRECCION KYB RA3153,43100,21,4,KYB,SUSPENSION,7792000000561
1151,EXTREMO DIRECCION CICCARELLI 1151,52700,21,4,Ciccarelli,SUSPENSION,7792000000562
CV2465,ROTULA SUSPENSION CORVEN CV2465,22000,21,6,Corven,SUSPENSION,7792000000563
CV7976,EXTREMO DIRECCION CORVEN CV7976,33700,21,6,Corven,SUSPENSION,7792000000564
G16453,EXTREMO DIRECCION MONROE G16453,80000,21,2,Monroe,SUSPENSION,7792000000565
31148,AMORTIGUADOR DELANT SADAR 31148,29500,21,6,Sadar,SUSPENSION,7792000000566
2754,ESPIRAL SUSPENSION CICCARELLI 2754,56600,21,5,Ciccarelli,SUSPENSION,7792000000567
E1392,EXTREMO DIRECCION MONROE E1392,18500,21,10,Monroe,SUSPENSION,7792000000568
E1829,BIELETA BARRA ESTAB MONROE E1829,59600,21,3,Monroe,SUSPENSION,7792000000569
RA3157,AMORTIGUADOR DELANT KYB RA3157,25000,21,5,KYB,SUSPENSION,7792000000570
CV1199,ESPIRAL SUSPENSION CORVEN CV1199,64800,21,3,Corven,SUSPENSION,7792000000571
334239,ROTULA SUSPENSION KYB 334239,45600,21,5,KYB,SUSPENSION,7792000000572
3881,AMORTIGUADOR TRAS CICCARELLI 3881,27300,21,3,Ciccarelli,SUSPENSION,7792000000573
1042,AMORTIGUADOR DELANT CICCARELLI 1042,74100,21,4,Ciccarelli,SUSPENSION,7792000000574
4657,AMORTIGUADOR TRAS CICCARELLI 4657,54700,21,5,Ciccarelli,SUSPENSION,7792000000575
G16200,AMORTIGUADOR TRAS MONROE G16200,66600,21,2,Monroe,SUSPENSION,7792000000576
333269,AMORTIGUADOR TRAS KYB 333269,77100,21,3,KYB,SUSPENSION,7792000000577
RA3366,ROTULA SUSPENSION KYB RA3366,69000,21,4,KYB,SUSPENSION,7792000000578
3704,AMORTIGUADOR DELANT CICCARELLI 3704,76300,21,4,Ciccarelli,SUSPENSION,7792000000579
3616,ESPIRAL SUSPENSION CICCARELLI 3616,87300,21,4,Ciccarelli,SUSPENSION,7792000000580
29426,AMORTIGUADOR DELANT SADAR 29426,28600,21,4,Sadar,SUSPENSION,7792000000581
4965,ESPIRAL SUSPENSION CICCARELLI 4965,29800,21,4,Ciccarelli,SUSPENSION,7792000000582
G16179,ESPIRAL SUSPENSION MONROE G16179,34300,21,4,Monroe,SUSPENSION,7792000000583
29825,ESPIRAL SUSPENSION SADAR 29825,28900,21,4,Sadar,SUSPENSION,7792000000584
RA3117,ESPIRAL SUSPENSION KYB RA3117,63800,21,3,KYB,SUSPENSION,7792000000585
E1509,ESPIRAL SUSPENSION MONROE E1509,58300,21,5,Monroe,SUSPENSION,7792000000586
28284,BIELETA BARRA ESTAB SADAR 28284,56200,21,5,Sadar,SUSPENSION,7792000000587
32547,ESPIRAL SUSPENSION SADAR 32547,59400,21,5,Sadar,SUSPENSION,7792000000588
29162,EXTREMO DIRECCION SADAR 29162,35000,21,5,Sadar,SUSPENSION,7792000000589
4488,ESPIRAL SUSPENSION CICCARELLI 4488,69900,21,3,Ciccarelli,SUSPENSION,7792000000590
1962,AMORTIGUADOR TRAS CICCARELLI 1962,54300,21,5,Ciccarelli,SUSPENSION,7792000000591
4798,ROTULA SUSPENSION CICCARELLI 4798,54700,21,3,Ciccarelli,SUSPENSION,7792000000592
30413,ROTULA SUSPENSION SADAR 30413,83900,21,3,Sadar,SUSPENSION,7792000000593
CV3494,BIELETA BARRA ESTAB CORVEN CV3494,29000,21,5,Corven,SUSPENSION,7792000000594
4202,AMORTIGUADOR TRAS CICCARELLI 4202,30400,21,3,Ciccarelli,SUSPENSION,7792000000595
28321,ESPIRAL SUSPENSION SADAR 28321,46500,21,5,Sadar,SUSPENSION,7792000000596
CV2294,AMORTIGUADOR DELANT CORVEN CV2294,28500,21,4,Corven,SUSPENSION,7792000000597
RA3970,ESPIRAL SUSPENSION KYB RA3970,85700,21,4,KYB,SUSPENSION,7792000000598
CV3123,EXTREMO DIRECCION CORVEN CV3123,69500,21,3,Corven,SUSPENSION,7792000000599
31832,ROTULA SUSPENSION SADAR 31832,54900,21,5,Sadar,SUSPENSION,7792000000600
E1317,BIELETA BARRA ESTAB MONROE E1317,64200,21,4,Monroe,SUSPENSION,7792000000601
2940,AMORTIGUADOR TRAS CICCARELLI 2940,71000,21,3,Ciccarelli,SUSPENSION,7792000000602
3099,ROTULA SUSPENSION CICCARELLI 3099,27300,21,5,Ciccarelli,SUSPENSION,7792000000603
G16845,AMORTIGUADOR DELANT MONROE G16845,52700,21,3,Monroe,SUSPENSION,7792000000604
333611,BIELETA BARRA ESTAB KYB 333611,64800,21,3,KYB,SUSPENSION,7792000000605
4196,EXTREMO DIRECCION CICCARELLI 4196,78700,21,4,Ciccarelli,SUSPENSION,7792000000606
32895,ROTULA SUSPENSION SADAR 32895,88100,21,4,Sadar,SUSPENSION,7792000000607
E1821,BIELETA BARRA ESTAB MONROE E1821,87600,21,4,Monroe,SUSPENSION,7792000000608
RA3902,ESPIRAL SUSPENSION KYB RA3902,60800,21,4,KYB,SUSPENSION,7792000000609
28572,BIELETA BARRA ESTAB SADAR 28572,70100,21,4,Sadar,SUSPENSION,7792000000610
CV7267,EXTREMO DIRECCION CORVEN CV7267,48300,21,6,Corven,SUSPENSION,7792000000611
31723,AMORTIGUADOR TRAS SADAR 31723,66800,21,2,Sadar,SUSPENSION,7792000000612
E1164,AMORTIGUADOR TRAS MONROE E1164,91400,21,2,Monroe,SUSPENSION,7792000000613
E1652,AMORTIGUADOR TRAS MONROE E1652,72600,21,3,Monroe,SUSPENSION,7792000000614
30334,AMORTIGUADOR DELANT SADAR 30334,47500,21,6,Sadar,SUSPENSION,7792000000615
29992,ESPIRAL SUSPENSION SADAR 29992,80700,21,3,Sadar,SUSPENSION,7792000000616
RA3165,ROTULA SUSPENSION KYB RA3165,70100,21,3,KYB,SUSPENSION,7792000000617
30693,EXTREMO DIRECCION SADAR 30693,91800,21,2,Sadar,SUSPENSION,7792000000618
32740,AMORTIGUADOR TRAS SADAR 32740,27500,21,4,Sadar,SUSPENSION,7792000000619
G16630,EXTREMO DIRECCION MONROE G16630,75400,21,4,Monroe,SUSPENSION,7792000000620
1926,ROTULA SUSPENSION CICCARELLI 1926,38100,21,4,Ciccarelli,SUSPENSION,7792000000621
4803,ESPIRAL SUSPENSION CICCARELLI 4803,82800,21,2,Ciccarelli,SUSPENSION,7792000000622
3073,EXTREMO DIRECCION CICCARELLI 3073,73500,21,3,Ciccarelli,SUSPENSION,7792000000623
29211,AMORTIGUADOR DELANT SADAR 29211,30300,21,6,Sadar,SUSPENSION,7792000000624
RA3403,ESPIRAL SUSPENSION KYB RA3403,65600,21,4,KYB,SUSPENSION,7792000000625
RA3584,EXTREMO DIRECCION KYB RA3584,78800,21,2,KYB,SUSPENSION,7792000000626
E1670,EXTREMO DIRECCION MONROE E1670,20400,21,10,Monroe,SUSPENSION,7792000000627
4450,ESPIRAL SUSPENSION CICCARELLI 4450,84400,21,4,Ciccarelli,SUSPENSION,7792000000628
3341,ESPIRAL SUSPENSION CICCARELLI 3341,47200,21,4,Ciccarelli,SUSPENSION,7792000000629
CV1744,AMORTIGUADOR TRAS CORVEN CV1744,55400,21,3,Corven,SUSPENSION,7792000000630
2775,ROTULA SUSPENSION CICCARELLI 2775,75100,21,3,Ciccarelli,SUSPENSION,7792000000631
4774,AMORTIGUADOR DELANT CICCARELLI 4774,24500,21,10,Ciccarelli,SUSPENSION,7792000000632
3344,ROTULA SUSPENSION CICCARELLI 3344,61900,21,2,Ciccarelli,SUSPENSION,7792000000633
E1473,ESPIRAL SUSPENSION MONROE E1473,28800,21,3,Monroe,SUSPENSION,7792000000634
29989,BIELETA BARRA ESTAB SADAR 29989,63000,21,2,Sadar,SUSPENSION,7792000000635
CV7866,ESPIRAL SUSPENSION CORVEN CV7866,71400,21,3,Corven,SUSPENSION,7792000000636
CV6076,ESPIRAL SUSPENSION CORVEN CV6076,64000,21,4,Corven,SUSPENSION,7792000000637
E1947,ESPIRAL SUSPENSION MONROE E1947,91300,21,2,Monroe,SUSPENSION,7792000000638
E1689,AMORTIGUADOR DELANT MONROE E1689,44800,21,6,Monroe,SUSPENSION,7792000000639
CV6750,AMORTIGUADOR DELANT CORVEN CV6750,56300,21,3,Corven,SUSPENSION,7792000000640
32869,EXTREMO DIRECCION SADAR 32869,81100,21,4,Sadar,SUSPENSION,7792000000641
31976,AMORTIGUADOR DELANT SADAR 31976,39400,21,5,Sadar,SUSPENSION,7792000000642
3128,EXTREMO DIRECCION CICCARELLI 3128,19100,21,6,Ciccarelli,SUSPENSION,7792000000643
CV3938,ROTULA SUSPENSION CORVEN CV3938,19200,21,10,Corven,SUSPENSION,7792000000644
3827,AMORTIGUADOR TRAS CICCARELLI 3827,29500,21,5,Ciccarelli,SUSPENSION,7792000000645
RA3517,ESPIRAL SUSPENSION KYB RA3517,63900,21,2,KYB,SUSPENSION,7792000000646
30086,BIELETA BARRA ESTAB SADAR 30086,74200,21,4,Sadar,SUSPENSION,7792000000647
G16781,ESPIRAL SUSPENSION MONROE G16781,29900,21,4,Monroe,SUSPENSION,7792000000648
2448,ROTULA SUSPENSION CICCARELLI 2448,83700,21,4,Ciccarelli,SUSPENSION,7792000000649
CV4203,AMORTIGUADOR DELANT CORVEN CV4203,43700,21,5,Corven,SUSPENSION,7792000000650
335193,BIELETA BARRA ESTAB KYB 335193,29400,21,6,KYB,SUSPENSION,7792000000651
4183,AMORTIGUADOR DELANT CICCARELLI 4183,77000,21,3,Ciccarelli,SUSPENSION,7792000000652
G16476,ESPIRAL SUSPENSION MONROE G16476,52600,21,3,Monroe,SUSPENSION,7792000000653
2879,EXTREMO DIRECCION CICCARELLI 2879,80500,21,4,Ciccarelli,SUSPENSION,7792000000654
3194,AMORTIGUADOR TRAS CICCARELLI 3194,60100,21,4,Ciccarelli,SUSPENSION,7792000000655
CV9268,ROTULA SUSPENSION CORVEN CV9268,74100,21,3,Corven,SUSPENSION,7792000000656
G16576,EXTREMO DIRECCION MONROE G16576,27100,21,4,Monroe,SUSPENSION,7792000000657
RA3001,ROTULA SUSPENSION KYB RA3001,52600,21,6,KYB,SUSPENSION,7792000000658
1318,AMORTIGUADOR TRAS CICCARELLI 1318,89500,21,2,Ciccarelli,SUSPENSION,7792000000659
32482,EXTREMO DIRECCION SADAR 32482,38600,21,5,Sadar,SUSPENSION,7792000000660
2033,AMORTIGUADOR TRAS CICCARELLI 2033,48200,21,6,Ciccarelli,SUSPENSION,7792000000661
29348,BIELETA BARRA ESTAB SADAR 29348,28200,21,4,Sadar,SUSPENSION,7792000000662
RA3092,EXTREMO DIRECCION KYB RA3092,66800,21,4,KYB,SUSPENSION,7792000000663
29460,AMORTIGUADOR DELANT SADAR 29460,40900,21,6,Sadar,SUSPENSION,7792000000664
CV1871,AMORTIGUADOR DELANT CORVEN CV1871,69800,21,3,Corven,SUSPENSION,7792000000665
G16169,ROTULA SUSPENSION MONROE G16169,46300,21,4,Monroe,SUSPENSION,7792000000666
CV2750,AMORTIGUADOR TRAS CORVEN CV2750,42900,21,4,Corven,SUSPENSION,7792000000667
CV3856,BIELETA BARRA ESTAB CORVEN CV3856,79800,21,4,Corven,SUSPENSION,7792000000668
E1688,ROTULA SUSPENSION MONROE E1688,91400,21,2,Monroe,SUSPENSION,7792000000669
CV3009,ESPIRAL SUSPENSION CORVEN CV3009,59300,21,4,Corven,SUSPENSION,7792000000670
334024,AMORTIGUADOR TRAS KYB 334024,38900,21,6,KYB,SUSPENSION,7792000000671
335598,EXTREMO DIRECCION KYB 335598,65900,21,2,KYB,SUSPENSION,7792000000672
334257,AMORTIGUADOR DELANT KYB 334257,56300,21,6,KYB,SUSPENSION,7792000000673
E1573,EXTREMO DIRECCION MONROE E1573,32700,21,3,Monroe,SUSPENSION,7792000000674
CV3949,AMORTIGUADOR TRAS CORVEN CV3949,19400,21,8,Corven,SUSPENSION,7792000000675
CV3877,ROTULA SUSPENSION CORVEN CV3877,75800,21,2,Corven,SUSPENSION,7792000000676
G16397,EXTREMO DIRECCION MONROE G16397,54200,21,6,Monroe,SUSPENSION,7792000000677
G16173,AMORTIGUADOR DELANT MONROE G16173,82300,21,3,Monroe,SUSPENSION,7792000000678
3176,BIELETA BARRA ESTAB CICCARELLI 3176,57600,21,6,Ciccarelli,SUSPENSION,7792000000679
CV8011,AMORTIGUADOR TRAS CORVEN CV8011,61300,21,2,Corven,SUSPENSION,7792000000680
CV1168,ESPIRAL SUSPENSION CORVEN CV1168,44400,21,5,Corven,SUSPENSION,7792000000681
32772,BIELETA BARRA ESTAB SADAR 32772,45000,21,5,Sadar,SUSPENSION,7792000000682
G16140,EXTREMO DIRECCION MONROE G16140,22100,21,10,Monroe,SUSPENSION,7792000000683
28794,AMORTIGUADOR DELANT SADAR 28794,35600,21,6,Sadar,SUSPENSION,7792000000684
2813,ESPIRAL SUSPENSION CICCARELLI 2813,89200,21,4,Ciccarelli,SUSPENSION,7792000000685
32195,AMORTIGUADOR DELANT SADAR 32195,20700,21,10,Sadar,SUSPENSION,7792000000686
RA3282,BIELETA BARRA ESTAB KYB RA3282,43900,21,4,KYB,SUSPENSION,7792000000687
E1042,ROTULA SUSPENSION MONROE E1042,87600,21,2,Monroe,SUSPENSION,7792000000688
1422,ROTULA SUSPENSION CICCARELLI 1422,48900,21,5,Ciccarelli,SUSPENSION,7792000000689
CV8028,BIELETA BARRA ESTAB CORVEN CV8028,75200,21,2,Corven,SUSPENSION,7792000000690
RA3809,ESPIRAL SUSPENSION KYB RA3809,57100,21,5,KYB,SUSPENSION,7792000000691
2545,AMORTIGUADOR DELANT CICCARELLI 2545,88800,21,2,Ciccarelli,SUSPENSION,7792000000692
CV7723,EXTREMO DIRECCION CORVEN CV7723,43300,21,4,Corven,SUSPENSION,7792000000693
2209,ESPIRAL SUSPENSION CICCARELLI 2209,62900,21,4,Ciccarelli,SUSPENSION,7792000000694
CV9813,BIELETA BARRA ESTAB CORVEN CV9813,51500,21,4,Corven,SUSPENSION,7792000000695
32584,AMORTIGUADOR DELANT SADAR 32584,18500,21,6,Sadar,SUSPENSION,7792000000696
32207,EXTREMO DIRECCION SADAR 32207,31700,21,3,Sadar,SUSPENSION,7792000000697
CV7237,ESPIRAL SUSPENSION CORVEN CV7237,69600,21,2,Corven,SUSPENSION,7792000000698
CV6238,AMORTIGUADOR DELANT CORVEN CV6238,88500,21,4,Corven,SUSPENSION,7792000000699
31424,AMORTIGUADOR DELANT SADAR 31424,28400,21,4,Sadar,SUSPENSION,7792000000700
CV2702,ESPIRAL SUSPENSION CORVEN CV2702,50400,21,6,Corven,SUSPENSION,7792000000701
RA3041,EXTREMO DIRECCION KYB RA3041,83300,21,2,KYB,SUSPENSION,7792000000702
333083,EXTREMO DIRECCION KYB 333083,79500,21,4,KYB,SUSPENSION,7792000000703
28021,BIELETA BARRA ESTAB SADAR 28021,41200,21,4,Sadar,SUSPENSION,7792000000704
31001,ESPIRAL SUSPENSION SADAR 31001,56600,21,3,Sadar,SUSPENSION,7792000000705
RA3304,ESPIRAL SUSPENSION KYB RA3304,38100,21,5,KYB,SUSPENSION,7792000000706
4640,BIELETA BARRA ESTAB CICCARELLI 4640,64900,21,2,Ciccarelli,SUSPENSION,7792000000707
CV1673,EXTREMO DIRECCION CORVEN CV1673,26500,21,5,Corven,SUSPENSION,7792000000708
28327,ESPIRAL SUSPENSION SADAR 28327,49900,21,4,Sadar,SUSPENSION,7792000000709
3833,EXTREMO DIRECCION CICCARELLI 3833,23200,21,8,Ciccarelli,SUSPENSION,7792000000710
28990,AMORTIGUADOR TRAS SADAR 28990,78600,21,3,Sadar,SUSPENSION,7792000000711
RA3964,AMORTIGUADOR TRAS KYB RA3964,84300,21,2,KYB,SUSPENSION,7792000000712
335383,ROTULA SUSPENSION KYB 335383,34300,21,4,KYB,SUSPENSION,7792000000713
30615,BIELETA BARRA ESTAB SADAR 30615,54500,21,4,Sadar,SUSPENSION,7792000000714
G16249,ESPIRAL SUSPENSION MONROE G16249,53300,21,3,Monroe,SUSPENSION,7792000000715
31282,EXTREMO DIRECCION SADAR 31282,37900,21,4,Sadar,SUSPENSION,7792000000716
G16668,EXTREMO DIRECCION MONROE G16668,49200,21,6,Monroe,SUSPENSION,7792000000717
E1808,EXTREMO DIRECCION MONROE E1808,28800,21,3,Monroe,SUSPENSION,7792000000718
1118,AMORTIGUADOR DELANT CICCARELLI 1118,47300,21,6,Ciccarelli,SUSPENSION,7792000000719
RA3222,AMORTIGUADOR TRAS KYB RA3222,66600,21,3,KYB,SUSPENSION,7792000000720
CV4548,EXTREMO DIRECCION CORVEN CV4548,64800,21,2,Corven,SUSPENSION,7792000000721
E1632,ESPIRAL SUSPENSION MONROE E1632,63900,21,4,Monroe,SUSPENSION,7792000000722
E1709,ROTULA SUSPENSION MONROE E1709,39600,21,5,Monroe,SUSPENSION,7792000000723
CV6146,AMORTIGUADOR DELANT CORVEN CV6146,41300,21,6,Corven,SUSPENSION,7792000000724
333622,AMORTIGUADOR TRAS KYB 333622,36800,21,3,KYB,SUSPENSION,7792000000725
G16353,ESPIRAL SUSPENSION MONROE G16353,48000,21,5,Monroe,SUSPENSION,7792000000726
333485,ESPIRAL SUSPENSION KYB 333485,27600,21,5,KYB,SUSPENSION,7792000000727
CV8702,BIELETA BARRA ESTAB CORVEN CV8702,89700,21,2,Corven,SUSPENSION,7792000000728
E1442,EXTREMO DIRECCION MONROE E1442,55300,21,6,Monroe,SUSPENSION,7792000000729
CV4241,ESPIRAL SUSPENSION CORVEN CV4241,49000,21,6,Corven,SUSPENSION,7792000000730
G16421,AMORTIGUADOR DELANT MONROE G16421,57600,21,5,Monroe,SUSPENSION,7792000000731
30753,EXTREMO DIRECCION SADAR 30753,62400,21,4,Sadar,SUSPENSION,7792000000732
RA3836,EXTREMO DIRECCION KYB RA3836,78000,21,3,KYB,SUSPENSION,7792000000733
E1873,EXTREMO DIRECCION MONROE E1873,69600,21,3,Monroe,SUSPENSION,7792000000734
E1432,ESPIRAL SUSPENSION MONROE E1432,28800,21,5,Monroe,SUSPENSION,7792000000735
3650,ROTULA SUSPENSION CICCARELLI 3650,81800,21,3,Ciccarelli,SUSPENSION,7792000000736
335854,BIELETA BARRA ESTAB KYB 335854,38800,21,3,KYB,SUSPENSION,7792000000737
28832,ESPIRAL SUSPENSION SADAR 28832,85400,21,4,Sadar,SUSPENSION,7792000000738
CV7481,BIELETA BARRA ESTAB CORVEN CV7481,61500,21,2,Corven,SUSPENSION,7792000000739
G16555,AMORTIGUADOR DELANT MONROE G16555,73300,21,4,Monroe,SUSPENSION,7792000000740
RA3497,ROTULA SUSPENSION KYB RA3497,48600,21,6,KYB,SUSPENSION,7792000000741
4313,BIELETA BARRA ESTAB CICCARELLI 4313,73600,21,4,Ciccarelli,SUSPENSION,7792000000742
G16992,BIELETA BARRA ESTAB MONROE G16992,63500,21,4,Monroe,SUSPENSION,7792000000743
31753,ROTULA SUSPENSION SADAR 31753,47300,21,6,Sadar,SUSPENSION,7792000000744
0986B03218,REGULADOR VOLTAJE BOSCH 0986B03218,70700,21,2,Bosch,ELECTRICIDAD,7792000000745
53LE,BATERIA WILLARD 53LE,224700,21,3,Willard,ELECTRICIDAD,7792000000746
813400,ALTERNADOR VALEO 813400,135900,21,2,Valeo,ELECTRICIDAD,7792000000747
M27ED,REGULADOR VOLTAJE MOURA M27ED,112300,21,3,Moura,ELECTRICIDAD,7792000000748
100LD,ALTERNADOR WILLARD 100LD,208900,21,3,Willard,ELECTRICIDAD,7792000000749
M27KD,REGULADOR VOLTAJE MOURA M27KD,212600,21,3,Moura,ELECTRICIDAD,7792000000750
M22FD,REGULADOR VOLTAJE MOURA M22FD,66400,21,4,Moura,ELECTRICIDAD,7792000000751
0986AF7046,ALTERNADOR BOSCH 0986AF7046,72700,21,4,Bosch,ELECTRICIDAD,7792000000752
38LE,MOTOR ARRANQUE WILLARD 38LE,142100,21,3,Willard,ELECTRICIDAD,7792000000753
74LD,ALTERNADOR WILLARD 74LD,219100,21,2,Willard,ELECTRICIDAD,7792000000754
92HE,REGULADOR VOLTAJE WILLARD 92HE,47500,21,5,Willard,ELECTRICIDAD,7792000000755
98LD,MOTOR ARRANQUE WILLARD 98LD,137400,21,4,Willard,ELECTRICIDAD,7792000000756
M21FD,ALTERNADOR MOURA M21FD,132100,21,4,Moura,ELECTRICIDAD,7792000000757
77LD,MOTOR ARRANQUE WILLARD 77LD,156500,21,2,Willard,ELECTRICIDAD,7792000000758
M28ED,MOTOR ARRANQUE MOURA M28ED,179500,21,3,Moura,ELECTRICIDAD,7792000000759
M26KD,REGULADOR VOLTAJE MOURA M26KD,181100,21,4,Moura,ELECTRICIDAD,7792000000760
815267,BATERIA VALEO 815267,216900,21,4,Valeo,ELECTRICIDAD,7792000000761
820659,MOTOR ARRANQUE VALEO 820659,173700,21,3,Valeo,ELECTRICIDAD,7792000000762
804604,ALTERNADOR VALEO 804604,249400,21,4,Valeo,ELECTRICIDAD,7792000000763
M20KD,MOTOR ARRANQUE MOURA M20KD,123900,21,3,Moura,ELECTRICIDAD,7792000000764
814419,MOTOR ARRANQUE VALEO 814419,251100,21,4,Valeo,ELECTRICIDAD,7792000000765
0986TB6979,BATERIA BOSCH 0986TB6979,69700,21,3,Bosch,ELECTRICIDAD,7792000000766
M23FD,MOTOR ARRANQUE MOURA M23FD,156000,21,3,Moura,ELECTRICIDAD,7792000000767
M26ED,REGULADOR VOLTAJE MOURA M26ED,86000,21,3,Moura,ELECTRICIDAD,7792000000768
37LD,MOTOR ARRANQUE WILLARD 37LD,47300,21,6,Willard,ELECTRICIDAD,7792000000769
51LE,ALTERNADOR WILLARD 51LE,141300,21,4,Willard,ELECTRICIDAD,7792000000770
47HE,ALTERNADOR WILLARD 47HE,145900,21,2,Willard,ELECTRICIDAD,7792000000771
0986TB4612,ALTERNADOR BOSCH 0986TB4612,66200,21,3,Bosch,ELECTRICIDAD,7792000000772
0986AF5304,MOTOR ARRANQUE BOSCH 0986AF5304,205100,21,3,Bosch,ELECTRICIDAD,7792000000773
0986B05532,REGULADOR VOLTAJE BOSCH 0986B05532,40200,21,4,Bosch,ELECTRICIDAD,7792000000774
41LE,MOTOR ARRANQUE WILLARD 41LE,98600,21,3,Willard,ELECTRICIDAD,7792000000775
M21KD,BATERIA MOURA M21KD,172100,21,4,Moura,ELECTRICIDAD,7792000000776
811148,MOTOR ARRANQUE VALEO 811148,217400,21,3,Valeo,ELECTRICIDAD,7792000000777
M25ED,REGULADOR VOLTAJE MOURA M25ED,252900,21,4,Moura,ELECTRICIDAD,7792000000778
824210,ALTERNADOR VALEO 824210,161000,21,3,Valeo,ELECTRICIDAD,7792000000779
66HE,ALTERNADOR WILLARD 66HE,99600,21,3,Willard,ELECTRICIDAD,7792000000780
813371,MOTOR ARRANQUE VALEO 813371,111900,21,2,Valeo,ELECTRICIDAD,7792000000781
76HE,ALTERNADOR WILLARD 76HE,74600,21,2,Willard,ELECTRICIDAD,7792000000782
31LD,REGULADOR VOLTAJE WILLARD 31LD,147300,21,4,Willard,ELECTRICIDAD,7792000000783
70HE,MOTOR ARRANQUE WILLARD 70HE,188400,21,2,Willard,ELECTRICIDAD,7792000000784
20HE,MOTOR ARRANQUE WILLARD 20HE,225000,21,2,Willard,ELECTRICIDAD,7792000000785
72LD,BATERIA WILLARD 72LD,159800,21,2,Willard,ELECTRICIDAD,7792000000786
93LD,ALTERNADOR WILLARD 93LD,131200,21,4,Willard,ELECTRICIDAD,7792000000787
812671,REGULADOR VOLTAJE VALEO 812671,172100,21,2,Valeo,ELECTRICIDAD,7792000000788
821482,ALTERNADOR VALEO 821482,206100,21,2,Valeo,ELECTRICIDAD,7792000000789
825242,REGULADOR VOLTAJE VALEO 825242,254900,21,3,Valeo,ELECTRICIDAD,7792000000790
826321,ALTERNADOR VALEO 826321,107000,21,2,Valeo,ELECTRICIDAD,7792000000791
62LD,ALTERNADOR WILLARD 62LD,257700,21,4,Willard,ELECTRICIDAD,7792000000792
M25KD,REGULADOR VOLTAJE MOURA M25KD,176600,21,3,Moura,ELECTRICIDAD,7792000000793
811304,ALTERNADOR VALEO 811304,116000,21,4,Valeo,ELECTRICIDAD,7792000000794
